,run,epoch,train_loss,valid_loss,train_accuracy,valid_accuracy,epoch_duration,run_duration,num_classes,c1_in,c1_out,c1_kernel_w,c1_filter,c1_stride_w,c2_out,c2_kernel_w,c2_filter,c2_stride_w,fc_out,batch_size,lr
0,1,1,2.3413664238637986,2.3275242635648543,0.14098173515981735,0.19406392694063926,1.501570224761963,1.6332991123199463,10,400,100,20,64,4,20,3,128,3,256,64,0.001
1,1,2,2.2744748363756155,2.3142461558999536,0.2317351598173516,0.15753424657534246,1.211798906326294,3.127758502960205,10,400,100,20,64,4,20,3,128,3,256,64,0.001
2,1,3,2.1740913086285873,2.2938371074798445,0.3527397260273973,0.1872146118721461,1.213674783706665,4.619667291641235,10,400,100,20,64,4,20,3,128,3,256,64,0.001
3,1,4,2.0695316758874345,2.2665763053719856,0.4726027397260274,0.23515981735159816,1.2120535373687744,6.148104667663574,10,400,100,20,64,4,20,3,128,3,256,64,0.001
4,1,5,1.9567653359887807,2.2584104494417097,0.577054794520548,0.23515981735159816,1.212660789489746,7.680177211761475,10,400,100,20,64,4,20,3,128,3,256,64,0.001
5,1,6,1.885697634797118,2.3115466740577735,0.6449771689497716,0.1689497716894977,1.2186369895935059,9.218760967254639,10,400,100,20,64,4,20,3,128,3,256,64,0.001
6,1,7,1.8423807065780848,2.280912320907802,0.6763698630136986,0.20776255707762556,1.20668625831604,10.745523691177368,10,400,100,20,64,4,20,3,128,3,256,64,0.001
7,1,8,1.7848261219181427,2.2989696694291344,0.7385844748858448,0.19406392694063926,1.2259867191314697,12.254276752471924,10,400,100,20,64,4,20,3,128,3,256,64,0.001
8,1,9,1.7587347466107373,2.2923351618797265,0.761986301369863,0.19863013698630136,1.2026736736297607,13.740094661712646,10,400,100,20,64,4,20,3,128,3,256,64,0.001
9,1,10,1.712316752568772,2.2485078088769086,0.8179223744292238,0.2511415525114155,1.2163527011871338,15.241376399993896,10,400,100,20,64,4,20,3,128,3,256,64,0.001
10,1,11,1.6905612466542144,2.2672008009261737,0.8321917808219178,0.21232876712328766,1.2004978656768799,16.727206707000732,10,400,100,20,64,4,20,3,128,3,256,64,0.001
11,1,12,1.647371117927168,2.273826912657855,0.865296803652968,0.2146118721461187,1.2070186138153076,18.21685218811035,10,400,100,20,64,4,20,3,128,3,256,64,0.001
12,1,13,1.6324252472620577,2.2837052018675084,0.877283105022831,0.2100456621004566,1.20528244972229,19.705875873565674,10,400,100,20,64,4,20,3,128,3,256,64,0.001
13,1,14,1.6271918266331225,2.2823469606164384,0.882420091324201,0.20776255707762556,1.2116122245788574,21.201215267181396,10,400,100,20,64,4,20,3,128,3,256,64,0.001
14,1,15,1.6187623211237938,2.275040752811519,0.8921232876712328,0.21232876712328766,1.2173988819122314,22.70724630355835,10,400,100,20,64,4,20,3,128,3,256,64,0.001
15,1,16,1.5922717046519936,2.280699046235106,0.910958904109589,0.2146118721461187,1.2168428897857666,24.210855960845947,10,400,100,20,64,4,20,3,128,3,256,64,0.001
16,1,17,1.5779834337974792,2.2810247412555293,0.9269406392694064,0.2237442922374429,1.2209391593933105,25.719961643218994,10,400,100,20,64,4,20,3,128,3,256,64,0.001
17,1,18,1.5771274131182667,2.2942955330626607,0.9263698630136986,0.18949771689497716,1.2218830585479736,27.22919797897339,10,400,100,20,64,4,20,3,128,3,256,64,0.001
18,1,19,1.579770523663525,2.319647976252586,0.9246575342465754,0.1735159817351598,1.2141690254211426,28.728896379470825,10,400,100,20,64,4,20,3,128,3,256,64,0.001
19,1,20,1.5751265042448697,2.3003144982742936,0.9297945205479452,0.1963470319634703,1.282991647720337,30.300931215286255,10,400,100,20,64,4,20,3,128,3,256,64,0.001
20,1,21,1.570432144757275,2.269013705318921,0.9337899543378996,0.2237442922374429,1.206895112991333,31.795040130615234,10,400,100,20,64,4,20,3,128,3,256,64,0.001
21,1,22,1.5676991754470895,2.3380123817757386,0.9360730593607306,0.1461187214611872,1.205049753189087,33.290456771850586,10,400,100,20,64,4,20,3,128,3,256,64,0.001
22,1,23,1.5697363152351553,2.3154933703000142,0.930365296803653,0.17579908675799086,1.2067534923553467,34.7867386341095,10,400,100,20,64,4,20,3,128,3,256,64,0.001
23,1,24,1.5592153453391437,2.276159347464505,0.9383561643835616,0.2191780821917808,1.199958086013794,36.2750940322876,10,400,100,20,64,4,20,3,128,3,256,64,0.001
24,1,25,1.557672653024055,2.278337975070901,0.9440639269406392,0.21689497716894976,1.2076709270477295,37.77287244796753,10,400,100,20,64,4,20,3,128,3,256,64,0.001
25,1,26,1.5627447372157823,2.2917910362487515,0.9377853881278538,0.1963470319634703,1.2033793926239014,39.26774287223816,10,400,100,20,64,4,20,3,128,3,256,64,0.001
26,1,27,1.5461721725115494,2.2955047746771546,0.954337899543379,0.19863013698630136,1.2096974849700928,40.80837035179138,10,400,100,20,64,4,20,3,128,3,256,64,0.001
27,1,28,1.5536098741505244,2.3063073702598818,0.9480593607305936,0.1917808219178082,1.2072093486785889,42.34778356552124,10,400,100,20,64,4,20,3,128,3,256,64,0.001
28,1,29,1.5572613798864356,2.2832753778048303,0.9463470319634704,0.22146118721461186,1.2081151008605957,43.889179706573486,10,400,100,20,64,4,20,3,128,3,256,64,0.001
29,1,30,1.5391235046735092,2.2721972879209473,0.9571917808219178,0.2328767123287671,1.2007603645324707,45.42312932014465,10,400,100,20,64,4,20,3,128,3,256,64,0.001
30,2,1,2.339290732118093,2.3347507285200844,0.1421232876712329,0.1415525114155251,1.2396490573883057,1.3211688995361328,10,400,100,20,64,4,20,3,128,3,512,64,0.001
31,2,2,2.235648220532561,2.302069851252586,0.2768264840182648,0.18949771689497716,1.2463886737823486,3.05895733833313,10,400,100,20,64,4,20,3,128,3,512,64,0.001
32,2,3,2.172731469210969,2.2849763844111193,0.3418949771689498,0.19406392694063926,1.238722801208496,4.789910316467285,10,400,100,20,64,4,20,3,128,3,512,64,0.001
33,2,4,2.039886208974063,2.2981960000512807,0.4823059360730594,0.18493150684931506,1.2429075241088867,6.528632164001465,10,400,100,20,64,4,20,3,128,3,512,64,0.001
34,2,5,1.9239656500620386,2.2935637034237657,0.6101598173515982,0.2054794520547945,1.2460312843322754,8.27108359336853,10,400,100,20,64,4,20,3,128,3,512,64,0.001
35,2,6,1.890394428549292,2.2579126924140267,0.6301369863013698,0.2557077625570776,1.3488385677337646,10.118194103240967,10,400,100,20,64,4,20,3,128,3,512,64,0.001
36,2,7,1.7916825917213475,2.275084613120719,0.7340182648401826,0.2054794520547945,1.2347240447998047,11.856643676757812,10,400,100,20,64,4,20,3,128,3,512,64,0.001
37,2,8,1.773010092783192,2.2932989390473386,0.7482876712328768,0.19863013698630136,1.2355215549468994,13.591225624084473,10,400,100,20,64,4,20,3,128,3,512,64,0.001
38,2,9,1.7093855975425407,2.2893148622556363,0.815068493150685,0.1872146118721461,1.2376763820648193,15.328871488571167,10,400,100,20,64,4,20,3,128,3,512,64,0.001
39,2,10,1.6676933384377117,2.2467418653235587,0.848744292237443,0.2579908675799087,1.2414536476135254,17.1060791015625,10,400,100,20,64,4,20,3,128,3,512,64,0.001
40,2,11,1.6408682566255195,2.273038681239298,0.867579908675799,0.2237442922374429,1.2384371757507324,18.882418155670166,10,400,100,20,64,4,20,3,128,3,512,64,0.001
41,2,12,1.628492577435219,2.289507269314979,0.8744292237442922,0.19406392694063926,1.238170862197876,20.65680718421936,10,400,100,20,64,4,20,3,128,3,512,64,0.001
42,2,13,1.6133854356530595,2.283271719875945,0.8926940639269406,0.2054794520547945,1.2413911819458008,22.437494039535522,10,400,100,20,64,4,20,3,128,3,512,64,0.001
43,2,14,1.5989514137511929,2.301967986642498,0.9052511415525114,0.19406392694063926,1.254992961883545,24.283939599990845,10,400,100,20,64,4,20,3,128,3,512,64,0.001
44,2,15,1.6013900286530796,2.289449996599868,0.9018264840182648,0.21689497716894976,1.328122615814209,26.260223627090454,10,400,100,20,64,4,20,3,128,3,512,64,0.001
45,2,16,1.5860516143171755,2.2822855770860087,0.9195205479452054,0.21689497716894976,1.2459709644317627,28.011155366897583,10,400,100,20,64,4,20,3,128,3,512,64,0.001
46,2,17,1.5833317090387213,2.2947498129927406,0.9212328767123288,0.1872146118721461,1.2396838665008545,29.75461483001709,10,400,100,20,64,4,20,3,128,3,512,64,0.001
47,2,18,1.5882269672062843,2.287205177899365,0.9155251141552512,0.21689497716894976,1.2414801120758057,31.5042724609375,10,400,100,20,64,4,20,3,128,3,512,64,0.001
48,2,19,1.5643069167115373,2.2633725519049657,0.9360730593607306,0.22602739726027396,1.2395281791687012,33.289119243621826,10,400,100,20,64,4,20,3,128,3,512,64,0.001
49,2,20,1.5646275690157119,2.2955068649222317,0.9337899543378996,0.1917808219178082,1.2392022609710693,35.074795961380005,10,400,100,20,64,4,20,3,128,3,512,64,0.001
50,2,21,1.5588852259666408,2.309511402426245,0.9412100456621004,0.1689497716894977,1.2472813129425049,36.85208559036255,10,400,100,20,64,4,20,3,128,3,512,64,0.001
51,2,22,1.561202563107286,2.3073280020935893,0.9406392694063926,0.18949771689497716,1.238227128982544,38.63378643989563,10,400,100,20,64,4,20,3,128,3,512,64,0.001
52,2,23,1.5495337351272096,2.278989713485927,0.9514840182648402,0.22146118721461186,1.241086483001709,40.42152523994446,10,400,100,20,64,4,20,3,128,3,512,64,0.001
53,2,24,1.5427255499852848,2.289361370208601,0.9560502283105022,0.2054794520547945,1.2395975589752197,42.207165002822876,10,400,100,20,64,4,20,3,128,3,512,64,0.001
54,2,25,1.5408081202746526,2.2699559181248214,0.9549086757990868,0.23972602739726026,1.2421631813049316,43.99598503112793,10,400,100,20,64,4,20,3,128,3,512,64,0.001
55,2,26,1.5491608876615899,2.3104463690492114,0.9486301369863014,0.18949771689497716,1.2417323589324951,45.795018434524536,10,400,100,20,64,4,20,3,128,3,512,64,0.001
56,2,27,1.5457088958182836,2.256200712021083,0.9531963470319634,0.2465753424657534,1.353339433670044,47.696433782577515,10,400,100,20,64,4,20,3,128,3,512,64,0.001
57,2,28,1.5468422005709992,2.2930030648566815,0.9486301369863014,0.20319634703196346,1.2516794204711914,49.463738679885864,10,400,100,20,64,4,20,3,128,3,512,64,0.001
58,2,29,1.540922038631352,2.3185405295733448,0.9583333333333334,0.18036529680365296,1.2462356090545654,51.219890832901,10,400,100,20,64,4,20,3,128,3,512,64,0.001
59,2,30,1.5467107110916207,2.27114655655813,0.9531963470319634,0.21232876712328766,1.2413301467895508,53.01148533821106,10,400,100,20,64,4,20,3,128,3,512,64,0.001
60,3,1,2.3511342784585474,2.3385167927502497,0.11986301369863013,0.13013698630136986,1.4186828136444092,1.533937931060791,10,400,100,20,256,4,20,3,128,3,256,64,0.001
61,3,2,2.2934663415499474,2.3245240999683396,0.2071917808219178,0.14840182648401826,1.412487268447876,3.222750425338745,10,400,100,20,256,4,20,3,128,3,256,64,0.001
62,3,3,2.2357674603048525,2.3138715491447273,0.2756849315068493,0.16666666666666666,1.40901780128479,4.918976306915283,10,400,100,20,256,4,20,3,128,3,256,64,0.001
63,3,4,2.1916531340716636,2.2889430424938464,0.3236301369863014,0.1917808219178082,1.4154627323150635,6.62561821937561,10,400,100,20,256,4,20,3,128,3,256,64,0.001
64,3,5,2.1161473548575622,2.2966382449076055,0.4029680365296804,0.2009132420091324,1.4166278839111328,8.327760934829712,10,400,100,20,256,4,20,3,128,3,256,64,0.001
65,3,6,2.0459709254574014,2.2975685781539847,0.4714611872146119,0.1872146118721461,1.4204142093658447,10.077149629592896,10,400,100,20,256,4,20,3,128,3,256,64,0.001
66,3,7,1.988270145573028,2.2878165745844035,0.531392694063927,0.2054794520547945,1.4199965000152588,11.823599576950073,10,400,100,20,256,4,20,3,128,3,256,64,0.001
67,3,8,1.9291170677637945,2.274136582466021,0.583904109589041,0.21232876712328766,1.4118914604187012,13.565869331359863,10,400,100,20,256,4,20,3,128,3,256,64,0.001
68,3,9,1.883981330209671,2.248641096837989,0.6398401826484018,0.24429223744292236,1.4175751209259033,15.314034700393677,10,400,100,20,256,4,20,3,128,3,256,64,0.001
69,3,10,1.8255290810920333,2.271175576127283,0.6974885844748858,0.20776255707762556,1.4181711673736572,17.03533387184143,10,400,100,20,256,4,20,3,128,3,256,64,0.001
70,3,11,1.7999132975051393,2.241537816992633,0.730593607305936,0.2648401826484018,1.41451096534729,18.77359414100647,10,400,100,20,256,4,20,3,128,3,256,64,0.001
71,3,12,1.7475265694535487,2.2618651368302296,0.7722602739726028,0.2237442922374429,1.4156618118286133,20.51533079147339,10,400,100,20,256,4,20,3,128,3,256,64,0.001
72,3,13,1.6996243054463984,2.2586285665155,0.8156392694063926,0.23972602739726026,1.4120285511016846,22.24470067024231,10,400,100,20,256,4,20,3,128,3,256,64,0.001
73,3,14,1.6782659722245448,2.264073027867705,0.8384703196347032,0.2328767123287671,1.4254226684570312,23.958647966384888,10,400,100,20,256,4,20,3,128,3,256,64,0.001
74,3,15,1.6767273776607425,2.3160289607635915,0.8384703196347032,0.1780821917808219,1.4190850257873535,25.666344165802002,10,400,100,20,256,4,20,3,128,3,256,64,0.001
75,3,16,1.6499738127129262,2.2923353709042344,0.8567351598173516,0.19863013698630136,1.4146137237548828,27.367122173309326,10,400,100,20,256,4,20,3,128,3,256,64,0.001
76,3,17,1.658507425491124,2.3010391862425084,0.8538812785388128,0.18949771689497716,1.425093173980713,29.083720207214355,10,400,100,20,256,4,20,3,128,3,256,64,0.001
77,3,18,1.6061096801061063,2.2729120472250464,0.9041095890410958,0.21689497716894976,1.4170820713043213,30.791505813598633,10,400,100,20,256,4,20,3,128,3,256,64,0.001
78,3,19,1.6311847390649525,2.2850240071614585,0.8715753424657534,0.19863013698630136,1.4129981994628906,32.53251910209656,10,400,100,20,256,4,20,3,128,3,256,64,0.001
79,3,20,1.6095969317710563,2.2563288092068885,0.8949771689497716,0.2511415525114155,1.4121737480163574,34.268770933151245,10,400,100,20,256,4,20,3,128,3,256,64,0.001
80,3,21,1.600696132607656,2.2845277133053297,0.9041095890410958,0.21232876712328766,1.5397698879241943,36.13282012939453,10,400,100,20,256,4,20,3,128,3,256,64,0.001
81,3,22,1.580593030746669,2.2675083108144265,0.9212328767123288,0.228310502283105,1.4067778587341309,37.86625146865845,10,400,100,20,256,4,20,3,128,3,256,64,0.001
82,3,23,1.5804011680219816,2.282759400807559,0.9189497716894978,0.2191780821917808,1.4052588939666748,39.60010266304016,10,400,100,20,256,4,20,3,128,3,256,64,0.001
83,3,24,1.5758977611315306,2.269143892749804,0.9235159817351598,0.2237442922374429,1.404292106628418,41.330318450927734,10,400,100,20,256,4,20,3,128,3,256,64,0.001
84,3,25,1.5700917135090589,2.2999797455252033,0.930365296803653,0.1963470319634703,1.416344165802002,43.07140612602234,10,400,100,20,256,4,20,3,128,3,256,64,0.001
85,3,26,1.569407114699551,2.276048320613495,0.9343607305936074,0.21689497716894976,1.4094336032867432,44.805179595947266,10,400,100,20,256,4,20,3,128,3,256,64,0.001
86,3,27,1.5819294376460384,2.2900216786284426,0.920662100456621,0.21232876712328766,1.4053292274475098,46.53749227523804,10,400,100,20,256,4,20,3,128,3,256,64,0.001
87,3,28,1.5722089140382531,2.2357861941263555,0.9246575342465754,0.2579908675799087,1.406745433807373,48.27133226394653,10,400,100,20,256,4,20,3,128,3,256,64,0.001
88,3,29,1.57059901598926,2.2806293365617867,0.9275114155251142,0.22146118721461186,1.4025297164916992,49.997658014297485,10,400,100,20,256,4,20,3,128,3,256,64,0.001
89,3,30,1.5711825035478426,2.262242530578892,0.9292237442922374,0.23972602739726026,1.405996322631836,51.732730865478516,10,400,100,20,256,4,20,3,128,3,256,64,0.001
90,4,1,2.3402578536778282,2.355600783814034,0.1541095890410959,0.1461187214611872,1.440368890762329,1.5639748573303223,10,400,100,20,256,4,20,3,128,3,512,64,0.001
91,4,2,2.2835742393040768,2.3132696282373715,0.22031963470319635,0.17123287671232876,1.4439582824707031,3.5186634063720703,10,400,100,20,256,4,20,3,128,3,512,64,0.001
92,4,3,2.2144684726244783,2.284640133653057,0.295662100456621,0.182648401826484,1.4403855800628662,5.471142292022705,10,400,100,20,256,4,20,3,128,3,512,64,0.001
93,4,4,2.1097704874326104,2.2914664560257028,0.3972602739726027,0.1963470319634703,1.4390201568603516,7.419901371002197,10,400,100,20,256,4,20,3,128,3,512,64,0.001
94,4,5,2.0504708834434755,2.2813951675206017,0.464041095890411,0.2191780821917808,1.4413211345672607,9.373963356018066,10,400,100,20,256,4,20,3,128,3,512,64,0.001
95,4,6,1.9651645285898147,2.284491935277094,0.5513698630136986,0.18949771689497716,1.442944049835205,11.323490381240845,10,400,100,20,256,4,20,3,128,3,512,64,0.001
96,4,7,1.9196209058369675,2.274842806602722,0.5878995433789954,0.2237442922374429,1.440971851348877,13.273783445358276,10,400,100,20,256,4,20,3,128,3,512,64,0.001
97,4,8,1.8745594373032384,2.2891899004374463,0.6352739726027398,0.1872146118721461,1.4420530796051025,15.224374532699585,10,400,100,20,256,4,20,3,128,3,512,64,0.001
98,4,9,1.8260398977967702,2.2746676789026825,0.6855022831050228,0.21689497716894976,1.4584181308746338,17.194541454315186,10,400,100,20,256,4,20,3,128,3,512,64,0.001
99,4,10,1.8188630979355067,2.2607576553135704,0.6963470319634704,0.228310502283105,1.4423716068267822,19.147032976150513,10,400,100,20,256,4,20,3,128,3,512,64,0.001
100,4,11,1.7851437259482466,2.31453387813481,0.7254566210045662,0.18036529680365296,1.4460911750793457,21.108129739761353,10,400,100,20,256,4,20,3,128,3,512,64,0.001
101,4,12,1.7650807567927391,2.3140386990760557,0.7397260273972602,0.1689497716894977,1.4416413307189941,23.066282749176025,10,400,100,20,256,4,20,3,128,3,512,64,0.001
102,4,13,1.747136973899249,2.3251630182135594,0.7636986301369864,0.16210045662100456,1.447047233581543,25.028967142105103,10,400,100,20,256,4,20,3,128,3,512,64,0.001
103,4,14,1.7336743890422663,2.297529107359446,0.7722602739726028,0.21232876712328766,1.4459660053253174,26.9880530834198,10,400,100,20,256,4,20,3,128,3,512,64,0.001
104,4,15,1.6930320077835153,2.3056959039000073,0.8116438356164384,0.18493150684931506,1.4403619766235352,28.94392418861389,10,400,100,20,256,4,20,3,128,3,512,64,0.001
105,4,16,1.6917733318729489,2.3319636654091753,0.8179223744292238,0.16210045662100456,1.4495718479156494,30.90689754486084,10,400,100,20,256,4,20,3,128,3,512,64,0.001
106,4,17,1.6649499962863312,2.284914338969749,0.8464611872146118,0.20319634703196346,1.4448606967926025,32.865721464157104,10,400,100,20,256,4,20,3,128,3,512,64,0.001
107,4,18,1.6304839103733568,2.302331375749144,0.8710045662100456,0.19863013698630136,1.4395599365234375,34.81972312927246,10,400,100,20,256,4,20,3,128,3,512,64,0.001
108,4,19,1.6024590235322578,2.293001601685128,0.9046803652968036,0.21232876712328766,1.444629192352295,36.78262448310852,10,400,100,20,256,4,20,3,128,3,512,64,0.001
109,4,20,1.6108627058055303,2.279375746914241,0.8904109589041096,0.21689497716894976,1.4466583728790283,38.71523594856262,10,400,100,20,256,4,20,3,128,3,512,64,0.001
110,4,21,1.5867127109335981,2.2833298983639234,0.9138127853881278,0.2146118721461187,1.4491465091705322,40.6831579208374,10,400,100,20,256,4,20,3,128,3,512,64,0.001
111,4,22,1.5906387921337668,2.3101780860935714,0.9115296803652968,0.18036529680365296,1.4483633041381836,42.64758896827698,10,400,100,20,256,4,20,3,128,3,512,64,0.001
112,4,23,1.5912479200319611,2.298225507344285,0.910958904109589,0.1963470319634703,1.6139297485351562,44.78162884712219,10,400,100,20,256,4,20,3,128,3,512,64,0.001
113,4,24,1.5905983763742664,2.300079241190871,0.9081050228310502,0.19863013698630136,1.4477744102478027,46.74810719490051,10,400,100,20,256,4,20,3,128,3,512,64,0.001
114,4,25,1.5725374047614669,2.272338170439141,0.9269406392694064,0.2237442922374429,1.4516448974609375,48.71203899383545,10,400,100,20,256,4,20,3,128,3,512,64,0.001
115,4,26,1.571897842024015,2.2831140805597174,0.928082191780822,0.22146118721461186,1.4419457912445068,50.677159786224365,10,400,100,20,256,4,20,3,128,3,512,64,0.001
116,4,27,1.57434549723586,2.3030760603952625,0.9235159817351598,0.2009132420091324,1.4475476741790771,52.64204716682434,10,400,100,20,256,4,20,3,128,3,512,64,0.001
117,4,28,1.5559829076131184,2.2727543382339825,0.9440639269406392,0.228310502283105,1.4535062313079834,54.615156173706055,10,400,100,20,256,4,20,3,128,3,512,64,0.001
118,4,29,1.5712484333613148,2.2600380187709583,0.9297945205479452,0.23059360730593606,1.4489080905914307,56.578850507736206,10,400,100,20,256,4,20,3,128,3,512,64,0.001
119,4,30,1.5571088834440328,2.2667693743422697,0.9434931506849316,0.2328767123287671,1.447204351425171,58.548908948898315,10,400,100,20,256,4,20,3,128,3,512,64,0.001
